,0.5,0.5,0.6,0.6,0.4,0.4
,mean,std,mean,std,mean,std
round,,,,,,
1,0.24850926,0.00080534996,0.24978293,0.0014005128,0.2502359,0.0007967033
2,0.25723374,0.0036209545,0.25020126,0.004788184,0.25251573,0.0036925706
3,0.2629427,0.0037816882,0.25360468,0.0017810734,0.25839457,0.006412398
4,0.26658267,0.0037995817,0.25621676,0.003604292,0.26318625,0.013197193
5,0.27413046,0.0056878207,0.26252133,0.0059787272,0.2702384,0.01390345
6,0.28387666,0.014573346,0.27137715,0.0050851377,0.27697238,0.011251393
7,0.2853231,0.01094048,0.2804856,0.014680738,0.2858567,0.011506402
8,0.29749513,0.007947646,0.29135436,0.006317202,0.2931096,0.008489124
9,0.3043546,0.008209912,0.2969663,0.0142495,0.30313674,0.0076056155
10,0.29955328,0.01068828,0.30212906,0.011413523,0.3090567,0.011683216
11,0.30655527,0.013684285,0.3131811,0.0104523385,0.31380847,0.009613578
12,0.3063302,0.015255974,0.31677806,0.014748136,0.31233022,0.014603329
13,0.30877846,0.014238844,0.32235596,0.020290922,0.32245907,0.014890035
14,0.31453952,0.011189309,0.32994366,0.01875085,0.32631403,0.013976387
15,0.31972638,0.012545626,0.3410124,0.015341514,0.3283411,0.01676022
16,0.3195772,0.013873711,0.34772438,0.020851534,0.32758713,0.018837877
17,0.3280089,0.014554979,0.35865772,0.024835205,0.3343348,0.01686535
18,0.3365537,0.015472247,0.36295158,0.021929933,0.33886006,0.020736825
19,0.3403559,0.017661247,0.37358624,0.019507088,0.3459529,0.017467605
20,0.34688663,0.015101107,0.38585678,0.019766001,0.35375243,0.017976118
21,0.35759807,0.020221869,0.39912796,0.021083564,0.36014694,0.016645556
22,0.3626284,0.021693204,0.41140446,0.017768418,0.36424875,0.020819388
23,0.3691161,0.022413582,0.42139328,0.023015313,0.369001,0.017583534
24,0.381923,0.01941245,0.4341162,0.026739243,0.37921143,0.017251857
25,0.3856619,0.024217788,0.4400257,0.026558332,0.38007718,0.020516528
26,0.39349306,0.021100884,0.4474679,0.02931677,0.39072716,0.023004714
27,0.39735138,0.021709481,0.45421526,0.032396372,0.40134048,0.02208984
28,0.40609223,0.028288502,0.46977562,0.027552396,0.40747038,0.021583613
29,0.41431528,0.031453017,0.47929645,0.033261605,0.41025615,0.020492744
30,0.42460272,0.03538577,0.4928714,0.035503406,0.4204048,0.02549119
31,0.42725572,0.036739845,0.49831238,0.034251153,0.4222133,0.025590206
32,0.42779154,0.030630374,0.5043464,0.035368666,0.42079148,0.023519503
33,0.43001962,0.025973566,0.5132345,0.036927383,0.42461193,0.029547542
34,0.43153238,0.024476565,0.5228604,0.039271962,0.4329275,0.030058559
35,0.43491724,0.021944,0.5276744,0.037186835,0.43416485,0.023901125
36,0.43938708,0.024111548,0.5322819,0.032852296,0.4404774,0.027880922
37,0.44665188,0.022320332,0.5433318,0.03377101,0.43819293,0.026116876
38,0.45497513,0.024203362,0.5451455,0.03820237,0.44011837,0.021156002
39,0.45813993,0.025107708,0.55122876,0.037241813,0.44035167,0.022677671
40,0.45619422,0.016833795,0.5545454,0.04036473,0.44386375,0.027540172
41,0.46439794,0.021174254,0.56044096,0.03477745,0.44317114,0.022389242
42,0.46953732,0.022622634,0.56733274,0.026481934,0.44799906,0.019954428
43,0.47325885,0.021407915,0.5730736,0.025757467,0.45113078,0.021877887
44,0.47475076,0.019291019,0.5708237,0.022937523,0.45435652,0.013761718
45,0.47686255,0.01895522,0.57442653,0.0232739,0.45577765,0.020558937
46,0.4778111,0.01852394,0.5766624,0.02536222,0.45487815,0.022138132
47,0.47809085,0.015248301,0.5777755,0.022933776,0.4567365,0.016369592
48,0.48731256,0.0131369475,0.58018154,0.026558062,0.45907378,0.014815147
49,0.48778778,0.016721806,0.58155704,0.02390623,0.46332616,0.014544249
50,0.4925369,0.016498964,0.5814483,0.021453338,0.4646784,0.01603487
51,0.489464,0.0139012765,0.58350265,0.021933792,0.46460244,0.013147757
52,0.4979236,0.018734325,0.5836029,0.025381336,0.4678346,0.00849526
53,0.50382954,0.016985552,0.58268106,0.023897635,0.46555215,0.0088305585
54,0.5035215,0.0110121975,0.5866059,0.02202734,0.46658045,0.011522758
55,0.49929178,0.011534851,0.5885525,0.02565372,0.46783537,0.010482438
56,0.5010596,0.01077798,0.5875417,0.025206609,0.47083694,0.012314613
57,0.5115666,0.005713943,0.59044594,0.02549239,0.47370124,0.0127846375
58,0.5126335,0.014361582,0.5892981,0.02561499,0.47340247,0.009184545
59,0.51876515,0.014632211,0.5897496,0.029310357,0.4731678,0.010903041
60,0.5161069,0.013206275,0.58821005,0.029978836,0.47847575,0.009459967
61,0.51655793,0.017883318,0.5908148,0.027511176,0.4816015,0.0113455355
62,0.518693,0.0077894973,0.5940167,0.024129028,0.47780657,0.00914453
63,0.52574587,0.012908106,0.5944307,0.025832677,0.47345522,0.013030287
64,0.52777374,0.010883879,0.5970694,0.025925033,0.4786151,0.010932703
65,0.53083074,0.009086345,0.5975783,0.025242802,0.4758945,0.0117025105
66,0.53341347,0.010482926,0.601322,0.020317331,0.477254,0.012378258
67,0.53184223,0.009328619,0.60239816,0.022644458,0.4800768,0.011438475
68,0.5340283,0.014115881,0.6047583,0.020588987,0.48178202,0.009610079
69,0.53910184,0.014915735,0.6052869,0.017881585,0.4846235,0.011882845
70,0.5426739,0.011672144,0.60504496,0.018460209,0.48493078,0.010753093
71,0.545725,0.010509578,0.6071977,0.0191099,0.48880258,0.013938927
72,0.5413838,0.010119834,0.60875434,0.018176174,0.4839813,0.012406026
73,0.54417825,0.012113911,0.61132884,0.015727608,0.4823104,0.015357998
74,0.5417628,0.011341692,0.61032534,0.016738947,0.48859498,0.0141095705
75,0.54790455,0.008159082,0.6130687,0.016662946,0.4915747,0.016434886
76,0.55166435,0.010368412,0.61113954,0.017885206,0.49511123,0.018080752
77,0.55235755,0.011022743,0.6124177,0.01808821,0.49474812,0.01702116
78,0.5502335,0.012077427,0.6121483,0.015206372,0.49521413,0.019630635
79,0.551751,0.013334679,0.61422366,0.018430866,0.49768654,0.021315167
80,0.5525706,0.012713826,0.6152206,0.020574398,0.4938632,0.019160759
81,0.5546725,0.015674934,0.6180558,0.018067256,0.49521035,0.025706582
82,0.5573214,0.016292738,0.62046266,0.01977506,0.5012785,0.025413124
83,0.5533982,0.019656666,0.6197869,0.018973889,0.49852565,0.02796287
84,0.5572089,0.02136833,0.62103117,0.015037286,0.49885696,0.024891134
85,0.5566164,0.019979892,0.619287,0.019615507,0.5023865,0.022133157
86,0.55760056,0.019168377,0.62283736,0.019081388,0.5008313,0.024313489
87,0.56373745,0.025524648,0.62462556,0.019812012,0.49955314,0.02035689
88,0.5615297,0.023107367,0.6269914,0.017859962,0.5028826,0.0173979
89,0.560228,0.025189575,0.62846655,0.015266289,0.50483525,0.02157416
90,0.5648725,0.021658717,0.62666166,0.017401524,0.5057748,0.020185696
91,0.56421196,0.027365651,0.6279627,0.015903773,0.5045988,0.020312821
92,0.5636585,0.02356791,0.6320077,0.013135316,0.5069737,0.021410853
93,0.56412137,0.024769196,0.6279025,0.014053134,0.5049202,0.022622705
94,0.5684244,0.025206512,0.6279543,0.016543029,0.50825167,0.020152876
95,0.5733976,0.029342856,0.63201165,0.01508418,0.5093885,0.014116773
96,0.57540584,0.026634138,0.63167465,0.01239405,0.5109425,0.016708557
97,0.5779409,0.028229062,0.6341957,0.011551687,0.50909436,0.013804115
98,0.5773314,0.027261058,0.6352586,0.014263254,0.51001656,0.014902201
99,0.5803015,0.025207447,0.6399733,0.013770467,0.51170194,0.015423349
100,0.5791069,0.03281034,0.6406769,0.011119412,0.5109936,0.015369309
